-13.315400,-28.284201,16.503700
-12.658700,-27.043200,0.415443
-14.877500,-31.132601,10.270800
-12.160300,-28.036501,8.616200
-12.658000,-27.040100,0.527910
-12.656400,-27.040800,0.480652
-12.657100,-27.039801,0.552807
-12.658400,-27.046900,0.590504
-12.876400,-25.931999,8.493860
-12.661700,-27.038601,0.590579
-11.996800,-29.107599,9.191180
-12.652100,-27.042400,0.644270
-11.631600,-26.311399,10.155800
-12.666100,-27.043200,0.524860
-12.664500,-27.047501,0.046055
-13.389100,-29.166401,9.652300
-12.665200,-27.046801,0.509696
-12.654800,-27.035500,0.439875
-11.745600,-25.934299,8.923940
-11.998400,-26.812700,9.779460
-10.752400,-27.840599,9.128980
-10.937500,-27.374599,9.521810
-12.660500,-27.034401,0.492643
-12.656300,-27.034300,0.681423
-12.662900,-27.035200,0.349385
-12.649400,-27.042500,0.576907
-10.754700,-26.941401,9.821530
-12.662800,-27.051001,0.057704
-12.655200,-27.051701,0.642168
-13.612800,-28.460300,11.274600
-13.715400,-27.832899,10.311800
-14.282500,-27.523199,8.193900
-12.652200,-27.034500,0.530009
-12.666600,-27.048901,0.651614
-13.229600,-28.198799,7.252490
-12.688100,-27.709900,9.419030
-12.647600,-27.043900,0.579977
-12.665000,-27.051599,0.624531
-12.663200,-27.052700,0.463070
-12.649100,-27.048800,0.601684
-13.669600,-27.974701,8.367280
-11.856800,-25.913099,8.893600
-13.360900,-28.452999,7.224090
-13.396600,-27.439501,11.979200
-12.669700,-27.039700,0.588929
-12.657600,-27.054399,0.706193
-12.669900,-27.040001,0.443746
-13.400100,-27.973600,10.128300
-13.262700,-25.872499,7.334720
-13.576000,-28.528200,16.877199
-12.649400,-27.050900,0.644079
-12.661000,-27.030600,0.581811
-12.647200,-27.037201,0.592868
-12.671000,-27.042101,0.571154
-11.121400,-28.168100,9.525260
-12.646600,-27.047199,0.022429
-12.665600,-27.053400,0.557626
-12.657600,-27.029800,0.452718
-12.659100,-27.029699,0.400002
-12.647800,-27.050301,0.677768
-12.764900,-26.386999,10.097100
-12.650100,-27.032400,0.561235
-12.671700,-27.042500,0.438001
-12.669300,-27.035000,0.507517
-12.665200,-27.031200,0.551634
-10.903400,-27.982401,9.387570
-12.650400,-27.031601,0.499554
-12.134800,-27.231899,11.239100
-13.908800,-26.823799,9.775110
-12.670600,-27.035801,0.403553
-12.670100,-27.050501,0.522840
-12.669900,-27.034599,0.432074
-14.306500,-27.421200,8.028550
-15.331300,-28.330200,10.448200
-12.666700,-27.054300,0.580582
-12.671600,-27.048201,0.451794
-12.652200,-27.029699,0.543090
-11.259700,-26.160999,8.549830
-12.646300,-27.051001,0.649423
-13.596900,-28.251499,10.002400
-13.738700,-27.799900,8.370350
-15.383500,-26.357901,10.381000
-12.577700,-27.741699,10.002800
-12.657500,-27.057600,0.614343
-11.146800,-27.226200,9.554000
-12.644400,-27.048100,0.061628
-12.651600,-27.056101,0.537926
-11.191300,-27.961500,9.494860
-12.663400,-27.056900,0.592340
-14.949900,-27.513800,12.366800
-13.342600,-28.434700,9.673750
-12.662600,-27.027800,0.465492
-12.667300,-27.029499,0.459481
-12.647700,-27.616100,9.507130
-12.643000,-27.038300,0.060931
-12.642400,-27.043800,0.521578
-12.669300,-27.054600,0.066237
-12.660800,-27.026699,0.416637
-12.668700,-27.055500,0.010298
-13.935600,-28.460400,12.654200
-12.962800,-26.815800,12.071900
-12.643400,-27.035601,0.672458
-14.263900,-27.424500,7.859260
-12.260200,-29.416000,9.211630
-13.095600,-28.123199,7.353890
-11.900400,-26.804701,12.131700
-13.004900,-27.576500,7.392630
-12.647500,-27.055799,0.689122
-12.647100,-27.055901,0.671096
-12.647700,-27.028999,0.675373
-12.670200,-27.055500,0.549333
-12.675800,-27.044399,0.642006
-13.172500,-29.160601,8.888840
-12.675300,-27.037300,0.047837
-14.141000,-25.863899,13.114900
-13.285900,-27.866199,16.145000
-12.676100,-27.046101,0.563822
-12.652700,-27.025600,0.410759
-12.676400,-27.044399,0.442100
-14.060100,-31.147800,12.284000
-12.643800,-27.031700,0.700749
-12.596000,-26.475599,7.410000
-13.377500,-27.436899,15.746700
-12.676800,-27.045000,0.065449
-12.672500,-27.055099,0.659752
-14.443800,-28.218100,10.277200
-12.656300,-27.709999,7.246630
-12.677400,-27.040899,0.433666
-11.948400,-26.503700,10.919300
-12.641100,-27.051100,0.006497
-11.545200,-27.007799,9.435130
-12.646000,-27.057600,0.674698
-13.297900,-28.407101,8.777400
-16.097601,-31.329100,12.423500
-12.642100,-27.031500,0.415740
-12.640600,-27.034000,0.549735
-12.640300,-27.050800,0.026403
-12.654300,-27.023199,0.693963
-12.678400,-27.041500,0.414490
-12.638500,-27.039600,0.687167
-11.800800,-28.109200,9.074910
-12.108600,-27.313000,7.679460
-12.638000,-27.042101,0.542502
-12.661900,-27.022499,0.554151
