-17.550961,4.765513,43.612286,0.632430,-0.117007,0.765729
-17.600590,4.836495,43.368168,0.226540,-0.645247,0.729614
-18.161945,5.216818,43.312496,0.899310,0.435582,0.038867
-18.312271,5.315962,43.316376,0.900904,0.404050,0.158479
-18.575834,5.504132,43.234276,0.096550,-0.103530,0.989929
-18.660721,5.792411,41.780483,0.237263,-0.881902,-0.407376
-18.692562,5.854824,41.523895,-0.356165,-0.261582,-0.897063
-17.783115,5.812577,37.998993,-0.739308,-0.143043,0.657999
-17.851854,5.881967,37.856251,-0.838440,-0.090294,0.537462
-17.953424,5.959704,37.798862,-0.814956,-0.497767,0.296776
-17.991457,6.021091,37.579144,-0.892744,-0.380489,0.241322
-18.075062,6.092798,37.485420,-0.681155,-0.651893,0.333262
-16.130455,5.948538,42.410301,-0.201189,-0.582065,0.787860
-16.217400,6.024404,42.267635,0.600360,-0.177828,0.779708
-16.252249,6.078699,42.009121,0.043311,-0.101060,0.993937
-16.470467,6.203345,42.209919,0.240908,-0.492557,0.836272
-16.424761,6.229331,41.730175,-0.415835,0.690849,0.591446
-17.094797,6.525710,43.076080,0.793183,0.131950,0.594517
-17.696421,6.798950,44.226021,-0.621255,-0.506769,0.597685
-18.268293,7.149738,44.564728,0.750483,0.630283,0.198793
-17.154146,6.758657,41.478901,-0.096782,0.267119,0.958791
-17.956348,7.115950,43.076576,-0.498295,-0.001336,-0.867007
-17.734552,7.193808,41.189980,-0.125144,0.134864,0.982930
-17.883554,7.294927,41.205524,0.065968,0.128464,0.989518
-17.427551,7.149719,39.825878,-0.480838,-0.681886,-0.551205
-17.665413,7.323790,39.752617,-0.359926,-0.183520,-0.914753
-17.853453,7.438680,39.879040,-0.194515,0.081965,-0.977469
-18.302313,7.664549,40.569889,-0.207706,-0.001160,-0.978191
-18.414690,7.751191,40.503159,0.098628,0.699229,-0.708062
-17.635880,8.805102,44.398399,-0.804420,0.390168,-0.447970
-17.580997,8.807634,43.903557,0.111597,0.885711,0.450625
-17.687536,8.892054,43.800457,0.124991,0.869193,0.478415
-17.711138,8.934904,43.492817,-0.600218,-0.001367,0.799835
-17.884352,9.052966,43.556606,-0.147099,0.030788,0.988643
-18.168449,9.227441,43.888367,-0.570051,-0.157101,0.806450
-18.617605,5.598650,40.180519,-0.574738,0.128540,-0.808179
-18.674168,5.705590,40.059711,-0.367526,-0.187338,-0.910950
-18.168100,6.138005,37.353928,-0.759446,-0.591385,0.271118
-16.872116,5.015276,43.396858,0.652898,-0.435822,0.619502
-16.887558,5.103218,43.169464,0.897178,-0.184074,0.401483
-16.955927,5.216287,43.051842,0.638409,0.651675,-0.409577
-16.859173,5.276441,42.511868,0.772240,-0.212018,0.598911
-17.012854,5.420452,42.602238,0.899307,-0.422295,0.113641
-17.402000,5.643050,43.286217,0.768201,-0.582066,-0.266583
-17.902105,6.085475,43.669128,-0.481185,0.202367,0.852941
-17.429192,6.009860,42.217453,0.035356,0.742478,0.668937
-17.519962,6.129527,42.163219,0.069477,0.334278,0.939910
