8.501222,9.410111,1.858343,0.997954,-0.058205,-0.026457
8.513944,9.360069,1.856998,0.998687,0.042786,-0.028176
8.530787,9.311378,1.856329,0.994798,0.100890,-0.014103
8.559319,9.278674,1.858333,0.989919,0.141417,-0.007795
8.585284,9.240003,1.859601,0.974454,0.224512,0.005877
8.637048,9.228477,1.866252,0.980307,0.197447,0.003464
8.734373,9.260774,1.882149,0.995428,0.095364,0.005358
8.385094,9.343102,-1.295141,0.859627,0.413667,-0.299870
8.400060,9.294594,-1.289725,0.828843,0.479199,-0.288768
8.430769,9.266534,-1.287145,0.848240,0.454139,-0.272483
8.486080,9.261598,-1.287930,0.877802,0.402012,-0.260480
8.507132,9.384038,2.318238,0.998720,-0.048743,-0.013482
8.521255,9.335366,2.316266,0.999863,0.014983,-0.006992
8.546213,9.295197,2.316868,0.997389,0.072214,0.001047
8.572362,9.256392,2.317801,0.994000,0.109243,-0.005408
8.629543,9.250334,2.326839,0.995862,0.090727,-0.005337
8.673186,9.229763,2.332336,0.994429,0.104961,-0.009739
8.396425,9.457135,-0.857258,0.973821,0.220603,-0.054846
8.405183,9.400877,-0.852010,0.960312,0.273116,-0.056637
8.427150,9.359367,-0.848158,0.944338,0.324253,-0.055549
8.453000,9.322206,-0.844739,0.931854,0.358810,-0.053887
8.487947,9.298157,-0.842560,0.925925,0.373804,-0.054155
8.550633,9.297177,-0.842556,0.935084,0.348519,-0.064443
8.615916,9.301728,-0.843092,0.941322,0.327817,-0.080309
8.521753,9.367316,2.785617,0.999604,-0.027234,-0.007061
8.538970,9.318403,2.783298,0.999411,0.031646,-0.013271
8.538230,9.253991,2.775759,0.996222,0.084899,-0.018269
8.561942,9.209228,2.775200,0.987866,0.153466,-0.023872
8.641859,9.226815,2.792636,0.998603,0.047055,-0.024050
8.720665,9.242539,2.809659,0.999626,-0.003020,-0.027180
8.413771,9.442776,-0.406285,0.937948,0.346495,-0.013961
8.422463,9.386248,-0.402306,0.922411,0.386156,-0.006415
8.449549,9.353331,-0.399492,0.919393,0.393289,-0.006447
8.487655,9.329083,-0.397021,0.913506,0.406724,-0.009096
8.510953,9.285641,-0.393644,0.893537,0.448754,-0.014561
8.542016,9.253860,-0.390883,0.878997,0.476403,-0.020130
8.615506,9.500772,3.298453,0.878249,0.478202,0.001325
8.552463,9.367863,3.265892,0.879041,0.476427,-0.017447
8.567205,9.315969,3.261771,0.886283,0.462583,-0.022794
8.589678,9.272552,3.260556,0.902755,0.429568,-0.022470
8.625639,9.240128,3.263863,0.905221,0.424199,-0.025108
8.687713,9.241601,3.277675,0.925146,0.379116,-0.019409
8.439644,9.437052,0.043723,0.978625,0.190862,-0.076588
8.439914,9.374413,0.046277,0.964224,0.255866,-0.069323
8.468660,9.339734,0.049011,0.942308,0.328043,-0.066654
8.497265,9.304973,0.051724,0.891562,0.446472,-0.076025
8.547885,9.290471,0.054624,0.864554,0.497434,-0.071462
8.603498,9.287537,0.057275,0.859899,0.504079,-0.080483
8.398765,9.573785,3.746210,0.874156,0.485642,0.001331
8.549528,9.397074,3.752857,0.814648,0.579942,0.004094
8.564655,9.345134,3.747806,0.797530,0.603278,-0.001368
8.588749,9.302997,3.746625,0.803429,0.595386,0.004106
8.625873,9.274753,3.750993,0.821210,0.570625,0.001362
8.666888,9.250528,3.757019,0.810871,0.585094,0.012390
8.721169,9.239971,3.768611,0.808861,0.587634,0.020740
8.457980,9.492682,0.493246,0.981438,0.191189,-0.015063
8.465642,9.434134,0.494649,0.965190,0.261481,-0.006025
8.470298,9.372708,0.495871,0.953006,0.302950,-0.001227
8.493663,9.331879,0.498093,0.938926,0.344063,0.006302
8.508658,9.282239,0.499844,0.916268,0.400462,0.009072
8.567256,9.279178,0.503964,0.910660,0.412989,0.011725
8.646300,9.300580,0.509151,0.908744,0.417107,0.014383
8.691341,9.282400,0.512515,0.886686,0.461507,0.028256
8.564246,9.380857,4.247044,0.915665,0.400356,-0.035675
8.572128,9.317559,4.236817,0.894552,0.445258,-0.039011
8.597590,9.276685,4.235779,0.891303,0.451719,-0.039104
8.643490,9.260787,4.245197,0.903171,0.428376,-0.027851
8.693668,9.245782,4.255990,0.921240,0.388506,-0.019490
8.460219,9.595493,0.946667,0.972342,-0.228141,-0.050020
8.461381,9.464680,0.945330,0.993063,0.102575,-0.057487
8.451485,9.386914,0.943528,0.981308,0.184815,-0.053656
8.473945,9.341492,0.945122,0.970437,0.234922,-0.055348
8.498634,9.301944,0.946985,0.952830,0.297999,-0.057553
8.528338,9.271168,0.949412,0.942107,0.329672,-0.061243
8.578746,9.259036,0.953985,0.935239,0.348577,-0.061823
8.681157,9.304605,0.964084,0.956432,0.285786,-0.059698
8.587550,9.439727,4.771961,0.999830,-0.013037,0.013037
8.571764,9.350339,4.747274,0.990658,0.136146,0.007748
8.591095,9.302499,4.742404,0.988412,0.151459,0.010097
8.609838,9.257643,4.738063,0.967624,0.252372,0.003588
8.658551,9.240994,4.749026,0.984858,0.172722,0.014870
8.720277,9.237638,4.766888,0.990895,0.134265,0.009987
8.506888,9.479019,1.404921,0.996691,0.057481,-0.057481
8.499860,9.404042,1.401310,0.983640,0.169675,-0.060513
8.516755,9.355477,1.401497,0.962826,0.264182,-0.056342
8.545653,9.319982,1.403583,0.950273,0.306498,-0.055144
8.559143,9.271478,1.403369,0.924340,0.378439,-0.048788
8.602753,9.251743,1.407771,0.919632,0.390347,-0.043666
8.673802,9.260569,1.416467,0.939685,0.338286,-0.050549
8.574298,9.390812,5.275585,0.992081,-0.121913,-0.030199
8.581409,9.329388,5.262470,0.998437,-0.049344,-0.026247
8.618716,9.300356,5.267445,0.998965,-0.032158,-0.032158
8.648284,9.263127,5.267870,0.999030,0.032160,-0.030085
8.698205,9.247190,5.280369,0.999102,0.029963,-0.029963
8.808579,9.293615,5.328413,0.999936,-0.006951,-0.008937
8.373803,9.498662,-0.731621,0.981549,0.176607,-0.073286
8.379281,9.440208,-0.720522,0.961772,0.264836,-0.069694
